nombre,url,gif_url,tipo_ejercicio,grupo_muscular,musculos_involucrados,equipamiento,dificultad_actual,dificultad_maxima,instrucciones
Remo Cruzado en Polea Alta,https://fitcron.com/exercise/remo-cruzado-en-polea-alta-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/01531301-Cable-Cross-over-Lateral-Pulldown_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Polea,3,3,"[""De pie entre dos poleas altas, con la espalda recta y las piernas ligeramente separadas, coge el agarre del lado opuesto con cada mano, estirando los brazos hacia arriba de forma que queden cruzadas."",""Tira de ambas manos hacia atrás, llevando los codos a los costados y manteniendo la contracción dorsal.""]"
Remo Declinado Abierto en Pronación en Polea,https://fitcron.com/exercise/remo-declinado-abierto-en-pronacion-en-polea-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/01591301-Cable-Decline-Seated-Wide-Grip-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps","Banco Inclinable, Polea",3,3,"[""Tumbado con el pecho apoyado en el respaldo del banco inclinado, con los brazos estirados coge la barra con las manos a una anchura mayor a la de los hombros y las palmas hacia abajo."",""Flexiona los codos hacia los lados llevando la barra hasta el banco."",""Estira de nuevo lentamente sin llegar a descansar al final.""]"
Remo Declinado Alterno con Bandas,https://fitcron.com/exercise/remo-declinado-alterno-con-bandas-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/33251301-Band-Alternate-Low-Row-wtih-Twist_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Bandas,2,3,"[""De pie con las piernas separadas y algo flexionadas, pon la banda baja y coge los extremos con las manos hacia el interior, inclinando el torso ligeramente hacia delante."",""Flexiona un codo llevando la mano al torso y al volver a estirar recoge el otro brazo.""]"
Remo Declinado en Pronación en Polea,https://fitcron.com/exercise/remo-declinado-en-pronacion-en-polea-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/13181301-Cable-Incline-Bench-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps","Banco Inclinable, Polea",2,3,"[""Tumbado con el pecho apoyado en el respaldo del banco inclinado, con los brazos estirados coge la barra con las manos a la anchura de los hombros y las palmas hacia abajo."",""Flexiona los codos hacia los lados llevando la barra hasta el banco."",""Estira de nuevo lentamente sin llegar a descansar al final.""]"
Remo Declinado Neutro en Pronación en Polea,https://fitcron.com/exercise/remo-declinado-neutro-en-pronacion-en-polea-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/13221301-Cable-Rope-Extension-Incline-Bench-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps","Banco Inclinable, Polea",2,3,"[""Tumbado con el pecho apoyado en el respaldo del banco inclinado, con los brazos estirados coge la cuerda con las manos hacia el interior."",""Flexiona los codos hacia los lados llevando la cuerda hasta el banco."",""Estira de nuevo lentamente sin llegar a descansar al final.""]"
Remo en Barra T en Pronación,https://fitcron.com/exercise/remo-en-barra-t-en-pronacion-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/11941301-Lever-Lying-T-bar-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Máquina,2,3,"[""Apoyando en pecho en el banco y las piernas ligeramente flexionadas, agarraremos con las manos en pronación (palmas hacia atrás)."",""Desde esta posición estiraremos el dorsal y separaremos las escápulas para comenzar la repetición."",""Primero retraeremos las escápulas y acercaremos el peso lo máximo posible a nuestro pecho, intentando mover los codos hacia el cuerpo para reclutar correctamente los músculos de la espalda."",""Descenderemos el peso de forma controlada hasta estirar bien la espalda y los brazos para volver a comenzar una repetición.""]"
Remo en Barra T en Supinación,https://fitcron.com/exercise/remo-en-barra-t-en-supinacion-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/13491301-Lever-Reverse-T-Bar-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Máquina,2,3,"[""Apoyando en pecho en el banco y las piernas ligeramente flexionadas, agarraremos con las manos en supinación (palmas hacia delante)."",""Desde esta posición estiraremos el dorsal y separaremos las escápulas para comenzar la repetición."",""Primero retraeremos las escápulas y acercaremos el peso lo máximo posible a nuestro pecho, intentando mover los codos hacia el cuerpo para reclutar correctamente los músculos de la espalda."",""Descenderemos el peso de forma controlada hasta estirar bien la espalda y los brazos para volver a comenzar una repetición.""]"
Remo en Pronación Abierto con Barra,https://fitcron.com/exercise/remo-en-pronacion-abierto-con-barra-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/37211301-Barbell-Bent-Over-Wide-Grip-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Barra Larga,2,3,"[""Sosteniendo una barra con un agarre prono (palmas hacia abajo) a una anchura superior a la de los hombros, flexiona ligeramente las rodillas con las piernas separadas e inclina el torso hacia delante."",""Ahora, mientras mantienes el torso inmóvil, coge aire mientras levantas la barra hasta llegar bajo el pecho, con contracción escapular y aguantando un segundo arriba."",""Después desciende de forma controlada.""]"
Remo en Pronación con Barra,https://fitcron.com/exercise/remo-en-pronacion-con-barra-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/00271301-Barbell-Bent-Over-Row_Back-FIX_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Barra Larga,1,3,"[""Sosteniendo una barra con un agarre prono (palmas hacia abajo) a la anchura de los hombros, flexiona ligeramente las rodillas con las piernas separadas e inclina el torso hacia delante."",""Ahora, mientras mantienes el torso inmóvil, coge aire mientras levantas la barra hasta llegar bajo el pecho, con contracción escapular y aguantando un segundo arriba."",""Después desciende de forma controlada."",""Mantén los codos cerca del cuerpo.""]"
Remo en Pronación con Mancuernas,https://fitcron.com/exercise/remo-en-pronacion-con-mancuernas-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/13291301-Dumbbell-Palm-Rotational-Bent-Over-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Mancuernas,1,3,"[""Sosteniendo dos mancuernas en pronación (palmas hacia abajo) a la anchura de los hombros, flexiona ligeramente las rodillas con las piernas separadas e inclina el torso hacia delante."",""Ahora, mientras mantienes el torso inmóvil, coge aire mientras levantas las mancuernas hasta llegar bajo el pecho, con contracción escapular y aguantando un segundo arriba."",""Después desciende de forma controlada."",""Mantén los codos cerca del cuerpo.""]"
Remo en Punta,https://fitcron.com/exercise/remo-en-punta-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/32001301-Lever-Bent-over-Row-with-V-bar-plate-loaded_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Máquina,2,3,"[""Deberemos mantener las piernas flexionadas, a una distancia similar a la de nuestros hombros, con la cadera flexionada y el torso lo más paralelo posible al suelo."",""Además mantendremos la columna recta (manteniendo el arco lumbar natural) con el core activo evitando que se doble la espalda."",""Desde esta posición estiraremos el dorsal y separaremos las escápulas para comenzar la repetición."",""Primero retraeremos las escápulas y acercaremos el peso lo máximo posible a nuestro pecho, intentando mover los codos hacia el cuerpo para reclutar correctamente los músculos de la espalda."",""Descenderemos el peso de forma controlada hasta estirar bien la espalda y los brazos para volver a comenzar una repetición.""]"
Remo en Supinación con Barra,https://fitcron.com/exercise/remo-en-supinacion-con-barra-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/01181301-Barbell-Reverse-Grip-Bent-over-Row_Back-FIX_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Barra Larga,1,3,"[""Sosteniendo una barra con un agarre supino (palmas hacia arriba) a la anchura de los hombros, flexiona ligeramente las rodillas con las piernas separadas e inclina el torso hacia delante."",""Ahora, mientras mantienes el torso inmóvil, coge aire mientras levantas la barra hasta llegar bajo el pecho, con contracción escapular y aguantando un segundo arriba."",""Después desciende de forma controlada."",""Mantén los codos cerca del cuerpo.""]"
Remo en Supinación con Mancuernas,https://fitcron.com/exercise/remo-en-supinacion-con-mancuernas-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/37991301-Dumbbell-Bent-Over-Reverse-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Mancuernas,1,3,"[""Sosteniendo dos mancuernas en supinación (palmas hacia arriba) a la anchura de los hombros, flexiona ligeramente las rodillas con las piernas separadas e inclina el torso hacia delante."",""Ahora, mientras mantienes el torso inmóvil, coge aire mientras levantas las mancuernas hasta llegar bajo el pecho, con contracción escapular y aguantando un segundo arriba."",""Después desciende de forma controlada."",""Mantén los codos cerca del cuerpo.""]"
Remo en Supinación en Máquina Smith,https://fitcron.com/exercise/remo-en-supinacion-en-maquina-smith-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/13611301-Smith-Reverse-Grip-Bent-Over-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Máquina,2,3,"[""Agarra la barra con las manos en supinación a la anchura de los hombros, flexiona ligeramente las rodillas con las piernas separadas e inclina el torso hacia delante."",""Ahora, mientras mantienes el torso inmóvil, coge aire mientras levantas la barra hasta llegar con la barra a la altura del abdomen, aguantando un segundo arriba."",""Después desciende de forma controlada."",""Al terminar la serie cambia de brazo.""]"
Remo Horizontal Abierto en Pronación en Polea,https://fitcron.com/exercise/remo-horizontal-abierto-en-pronacion-en-polea-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/02181301-Cable-Seated-Wide-grip-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Polea,2,3,"[""Sentado con los pies apoyados ante la polea, inclina el cuerpo hacia delante y con los brazos estirados coge la barra con las manos a una anchura mayor a la de los hombros y las palmas hacia abajo."",""Flexiona los codos llevando la barra hasta el esternón."",""Estira de nuevo lentamente sin llegar a descansar al final.""]"
Remo Horizontal Aislado con Banda,https://fitcron.com/exercise/remo-horizontal-aislado-con-banda-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/09901301-Band-One-Arm-Twisting-Seated-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Bandas,2,3,"[""Sentado con las piernas estiradas y los pies juntos, pon la banda a la altura del pecho y coge un extremo con la mano hacia el interior."",""Flexiona el codo llevando la mano al torso, sacando pecho."",""Al terminar la serie cambia de brazo.""]"
Remo Horizontal Aislado en Polea,https://fitcron.com/exercise/remo-horizontal-aislado-en-polea-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/12051301-Cable-one-arm-twisting-seated-row_back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Polea,2,3,"[""Sentado con las piernas estiradas, inclina el cuerpo hacia delante y con un brazo estirado coge el agarre con la palma hacia el interior."",""Realiza la flexión del codo llevándolo hacia el costado y con un giro del torso a favor, para lograr mayor carga del dorsal."",""Vuelve a estirar suavemente."",""Al terminar la serie cambia de brazo.""]"
Remo Horizontal Cerrado en Pronación en Polea,https://fitcron.com/exercise/remo-horizontal-cerrado-en-pronacion-en-polea-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/13201301-Cable-Rope-Crossover-Seated-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Polea,2,3,"[""Sentado con los pies apoyados ante la polea, inclina el cuerpo hacia delante y con los brazos estirados coge la barra con agarre cerrado y las palmas hacia abajo."",""Flexiona los codos llevando las manos hasta el torso mientras sacas pecho."",""Estira de nuevo lentamente sin llegar a descansar al final.""]"
Remo Horizontal Cerrado Neutro Amplio en Polea,https://fitcron.com/exercise/remo-horizontal-cerrado-neutro-amplio-en-polea-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/08611301-Cable-seated-row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps","Banco Plano, Polea",2,3,"[""Sentado con los pies apoyados ante la polea, inclina el cuerpo hacia delante y con los brazos estirados coge la barra con las manos hacia el interior."",""Flexiona los codos llevando la barra hasta el esternón con retracción escapular y echando el torso hacia atrás."",""Estira de nuevo lentamente sin llegar a descansar al final.""]"
Remo Horizontal Cerrado Neutro en Polea,https://fitcron.com/exercise/remo-horizontal-cerrado-neutro-en-polea-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/26611301-Cable-Seated-Row-with-V-bar_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps","Banco Plano, Polea",2,3,"[""Sentado con los pies apoyados ante la polea, inclina el cuerpo hacia delante y con los brazos estirados coge la barra con las manos hacia el interior."",""Flexiona los codos llevando la barra hasta el esternón con retracción escapular."",""Estira de nuevo lentamente sin llegar a descansar al final.""]"
Remo Horizontal con Bandas,https://fitcron.com/exercise/remo-horizontal-con-bandas-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/38961301-Band-seated-row-male_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Bandas,1,3,"[""Sentado con las piernas estiradas y los pies juntos, pon la banda a la altura del pecho y coge los extremos con las manos hacia el interior."",""Flexiona los codos llevando las manos al torso, sacando pecho.""]"
Remo Horizontal en Pronación en Máquina,https://fitcron.com/exercise/remo-horizontal-en-pronacion-en-maquina-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/13501301-Lever-Seated-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Máquina,1,3,"[""Sentado y con el pecho apoyado, estira los brazos y coge los agarres con las manos en pronación (palmas hacia abajo)."",""Realiza la flexión de los codos llevando las manos hacia atrás con retracción escapular al final del movimiento."",""Desciende lentamente sin llegar a apoyar el peso al final y vuelve a subir.""]"
Remo Horizontal en Pronación en Polea,https://fitcron.com/exercise/remo-horizontal-en-pronacion-en-polea-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/01801301-Cable-Low-Seated-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps","Banco Plano, Polea",2,3,"[""Sentado con los pies apoyados ante la polea, inclina el cuerpo hacia delante y con los brazos estirados coge la barra con las manos a la anchura de los hombros y las palmas hacia abajo."",""Flexiona los codos llevando la barra hasta el esternón."",""Estira de nuevo lentamente sin llegar a descansar al final.""]"
Remo Horizontal en Supinación en Máquina,https://fitcron.com/exercise/remo-horizontal-en-supinacion-en-maquina-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/13481301-Lever-Reverse-Grip-Vertical-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Máquina,1,3,"[""Sentado y con el pecho apoyado, estira los brazos y coge los agarres con las manos en supinación (palmas hacia arriba)."",""Realiza la flexión de los codos llevando las manos hacia atrás con retracción escapular al final del movimiento."",""Desciende lentamente sin llegar a apoyar el peso al final y vuelve a subir.""]"
Remo Horizontal Neutro en Máquina,https://fitcron.com/exercise/remo-horizontal-neutro-en-maquina-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/26641301-Lever-Seated-Row-plate-loaded_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Máquina,1,3,"[""Sentado y con el pecho apoyado, estira los brazos y coge los agarres con las manos en posición neutra (palmas hacia el interior)."",""Realiza la flexión de los codos llevando las manos hacia atrás con retracción escapular al final del movimiento."",""Desciende lentamente sin llegar a apoyar el peso al final y vuelve a subir.""]"
